ID,0,1,2,3,4,5,6,7,8,9,10
0,-1.6773342896354047,-0.40431618901306415,0.3715623504942013,0.3004125388922423,0.03721990439731488,-0.9256951896311649,0.5242984530019908,-1.1415244966880402,0.30841295491889387,0.01757913919971377,0.004053684636264027
1,-0.2168966146285503,-1.7239783870010492,1.8215857545712966,0.7430083674705893,-0.42963860856988606,-0.818350166240895,-0.045037033800279014,-1.1252107794587427,0.6213450092938454,-1.474767428368869,0.5405882320076089
2,-1.507045071866245,1.3865908369573028,0.8612254545994937,-0.20312381138773528,-0.7476078949781243,0.14687826125109413,-1.0570883936218793,-1.4534639181036213,-1.6644540400635424,-0.1033564026526219,-0.7193666906125357
3,-1.0865924704296184,-0.1420883939583156,-0.2007567457476018,-0.8884174640608261,-0.008128377657095169,0.4357245459076814,0.5325919034788348,0.28260320245864373,0.5358153710712786,0.15407149473592585,-0.09365316161955214
4,-1.1081460252792732,0.4291814015522532,0.41529892010823183,-0.8366653811446929,0.7440477353279067,-0.670541699701493,1.271639246529326,-0.04810098973873315,-1.4983252315790379,-1.776640996778119,-0.8019249787581622
5,1.0013554969765184,-0.44603462229431595,-1.84801879668215,2.141918220309039,0.21043467032054491,0.9974702953993425,-0.5962873751321411,-1.6186607114158367,-2.0264086742608085,0.8826648190306526,3.6581136701114896
6,-2.4930431359535983,-1.6203280490188798,-0.26827430147300363,-0.9639051444426754,3.548101720317181,-0.26500549797297496,1.5187764730919453,3.9004909661183595,4.1568507005280395,-1.4139761200348588,2.7382424657130353
7,-1.4304450447430967,-0.9391860175904598,-0.4997827542062043,-0.5106600559351507,0.9115251905953976,-0.3300592094456783,-1.7262811718374407,1.1420802903189708,0.10298967248465944,-0.1799662843475257,-1.0996571168530127
8,1.8312160328794056,-0.9470317140291301,-0.6007710042089173,4.024081641984175,1.5179562581724106,-0.3139582742736292,3.751673802120474,1.766675611275662,-3.393437965289139,-2.3012691747073926,2.1758125996395874
9,1.7343263534309425,0.4164282983594129,-2.515634779990478,-1.7310219504034852,2.9262621460208638,-0.0897340203087011,1.2742181269537345,3.03622675577571,0.17507773810874463,-2.2973812915208036,-1.1038193220736412
10,1.0652431000866855,1.2257899128241405,0.8262278247388551,-1.3339850316726112,-0.3538970600880922,-0.2007481429729073,-0.24273360880702707,-0.3789987086044684,-0.6256490528186984,-1.4962637471007216,0.37675349618247417
11,-1.7104347002089173,0.8986550039705948,-0.254602817700912,1.2884138338894093,-2.9819806712706134,0.24383675070636537,-0.26994442255752576,-0.24538300223180282,0.152875752111232,0.4642033664653769,-1.5194453569653583
